JournalTitle	JrId	NlmId	IsoAbbr	MedAbbr	ISSN (Print)	ISSN (Online)
Journal of dental, oral and craniofacial epidemiology	43290	101647517	J Dent Oral Craniofac Epidemiol	J Dent Oral Craniofac Epidemiol		2325-095X
Studia logica	43291	101647441	Stud Log	Stud Log	0039-3215	1572-8730
Journal of vaccines & immunization	43292	101647473	J Vaccines Immun	J Vaccines Immun		2053-1273
Human-animal interaction bulletin	43293	101647475	Hum Anim Interact Bull	Hum Anim Interact Bull		
Radiologia brasileira	43294	1305000	Radiol Bras	Radiol Bras	0100-3984	1678-7099
Turk pediatri arsivi	43296	9803140	Turk Pediatri Ars	Turk Pediatri Ars	1306-0015	1308-6278
Basic and clinical andrology	43297	101640161	Basic Clin Androl	Basic Clin Androl		2051-4190
Canadian journal of kidney health and disease	43298	101640242	Can J Kidney Health Dis	Can J Kidney Health Dis		2054-3581
Oxford medical case reports	43299	101642070	Oxf Med Case Reports	Oxf Med Case Reports		2053-8855
Quantum bioinformatics IV : from quantum information to bio-informatics : Tokyo University of Science, Japan, 10-13 March 2010 / editors, Luigi Accardi, Wolfgang Freudenberg, Masanori Ohya	43300	101550299	Quantum Bioinform IV (2010)	Quantum Bioinform IV (2010)		
Cancer cell & microenvironment	43301	101647794	Cancer Cell Microenviron	Cancer Cell Microenviron	2331-091X	2331-0928
International journal of computational materials science and engineering	43302	101647801	Int J Comput Mater Sci Eng	Int J Comput Mater Sci Eng	2047-6841	2047-685X
Proceedings of the ASME Micro/Nanoscale Heat and Mass Transfer International Conference -- 2012 : presented at the ASME 2012 3rd Micro/Nanoscale Heat and Mass Transfer International Conference, March 3-6, 2012, Atlanta, Georgia / sponso...	43303	101647806	Proc ASME Micro Nanoscale Heat Mass Transf Int Conf (2012)	Proc ASME Micro Nanoscale Heat Mass Transf Int Conf (2012)		
Health information science and systems	43305	101638060	Health Inf Sci Syst	Health Inf Sci Syst		2047-2501
Journal of oral hygiene & health	43306	101647653	J Oral Hyg Health	J Oral Hyg Health		2332-0702
International research journal of pure and applied chemistry	43307	101647669	Int Res J Pure Appl Chem	Int Res J Pure Appl Chem		2231-3443
Neuro-oncology practice	43308	101640528	Neurooncol Pract	Neurooncol Pract	2054-2577	2054-2585
Clinical advances in periodontics	43309	101597440	Clinic Adv Periodontics	Clinic Adv Periodontics		2163-0097
ISI ... : ... IEEE Intelligence and Security Informatics. ISI	43310	101647733	ISI	ISI		
Geometric science of information : first international conference, GSI 2013, Paris, France, August 28-30, 2013 : proceedings / Frank Nielsen, Frederic Barbaresco (eds.). Geometric Science of Information (1st : 2013 : Paris, France)	43311	101647833	Geom Sci Inf (2013)	Geom Sci Inf (2013)		
2013 ACM Conference on Bioinformatics, Computational Biology and Biomedical Informatics : ACM - BCB 2013 : Washington, D.C., U.S.A., September 22 - 25, 2013 / Cathy Wu and Sridhar Hannenhalli, General Co-chairs. ACM Conference on Bioinf...	43312	101647835	ACM Conf Bioinform Comput Biol Biomed Inform (2013)	ACM Conf Bioinform Comput Biol Biomed Inform (2013)		
AIMS molecular science	43313	101647887	AIMS Mol Sci	AIMS Mol Sci		2372-0301
BMC obesity	43314	101639183	BMC Obes	BMC Obes		2052-9538
Information security applications : 14th International Workshop, WISA 2013, Jeju Island, Korea, August 19-21, 2013 : revised selected papers / Yongdae Kim, Heejo Lee, Adrian Perrig (eds.). WISA (Workshop : Information security) (14th : ...	43315	101646761	Inform Secur Appl (2013)	Inform Secur Appl (2013)		
Public health research & practice	43317	101648133	Public Health Res Pract	Public Health Res Pract		2204-2091
Viszeralmedizin	43319	101498857	Viszeralmedizin	Viszeralmedizin	1662-6664	1662-6672
Research ethics	43320	101598510	Res Ethics	Res Ethics	1747-0161	2047-6094
International journal of medical and pharmaceutical case reports	43324	101648033	Int J Med Pharm Case Reports	Int J Med Pharm Case Reports		2394-109X
Regenerative medicine research	43327	101638057	Regen Med Res	Regen Med Res		2050-490X
Electronic physician	43329	101645099	Electron Physician	Electron Physician		2008-5842
Military Medical Research	43330	101643181	Mil Med Res	Mil Med Res	2095-7467	2054-9369
Intensive care medicine experimental	43331	101645149	Intensive Care Med Exp	Intensive Care Med Exp		2197-425X
Nigerian journal of surgical sciences : official journal of the Nigerian Section of International College of Surgeons	43332	9305306	Niger J Surg Sci	Niger J Surg Sci	1116-5898	
Journal of autoimmune diseases and rheumatology	43335	101648123	J Autoimmune Dis Rheumatol	J Autoimmune Dis Rheumatol		2310-9874
Decision (Washington, D.C.)	43336	101648127	Decision (Wash D C )	Decision (Wash D C )	2325-9965	2325-9973
MOJ immunology	43337	101648136	MOJ Immunol	MOJ Immunol		2373-4442
Gastrointestinal tumors	43338	101644585	Gastrointest Tumors	Gastrointest Tumors	2296-3774	2296-3766
Pulse (Basel, Switzerland)	43339	101644596	Pulse (Basel)	Pulse (Basel)	2235-8676	2235-8668
Frontiers in surgery	43340	101645127	Front Surg	Front Surg		2296-875X
Middle East journal of cancer	43341	101523893	Middle East J Cancer	Middle East J Cancer	2008-6709	2008-6687
Social Work	43345	9890454	Social Work (Stellenbosch)	Social Work (Stellenbosch)	0037-8054	2312-7198
Global bioethics = Problemi di bioetica / International Institute for the Study of Man	43346	9425218	Glob Bioet	Glob Bioet	1128-7462	1591-7398
Journal of endocrinology and diabetes	43347	101648451	J Endocrinol Diabetes	J Endocrinol Diabetes		2374-6890
European journal of case reports in internal medicine	43348	101648453	Eur J Case Rep Intern Med	Eur J Case Rep Intern Med		2284-2594
Journal of bioremediation & biodegradation	43349	101648456	J Bioremediat Biodegrad	J Bioremediat Biodegrad		2155-6199
System dynamics review	43350	101648484	Syst Dyn Rev	Syst Dyn Rev	0883-7066	1099-1727
Geoarchaeology	43351	101648490	Geoarchaeology	Geoarchaeology	0883-6353	1520-6548
Race, ethnicity and education	43352	101648494	Race Ethn Educ	Race Ethn Educ	1361-3324	1470-109X
SAMPE journal. Society for the Advancement of Material and Process Engineering	43353	101648182	Sampe J	Sampe J	0091-1062	
Health promotion and chronic disease prevention in Canada : research, policy and practice	43354	101648506	Health Promot Chronic Dis Prev Can	Health Promot Chronic Dis Prev Can		2368-738X
Malaysian journal of economic studies : journal of the Malaysian Economic Association and the Faculty of Economics and Administration, University of Malaya	43355	101648508	Malays J Econ Studies	Malays J Econ Studies	1511-4554	
Bayesian and graphical models for biomedical imaging : first International Workshop, BAMBI 2014, Cambridge, MA, USA, September 18, 2014, Revised Selected Papers / M. Jorge Cardoso, Ivor Simpson, Tal Arbel, Doina Precup, Annemie Ribbens ...	43356	101648547	Bayesian Graph Models Biomed Imaging	Bayesian Graph Models Biomed Imaging		
Mexican journal of scientific research	43357	101648499	Mex J Sci Res	Mex J Sci Res		2007-5146
International review of qualitative research : IRQR	43358	101648501	Int Rev Qual Res	Int Rev Qual Res	1940-8447	1940-8455
Recent advances in DNA & gene sequences	43359	101648465	Recent Adv DNA Gene Seq	Recent Adv DNA Gene Seq	2352-0922	2352-0930
Journal of neuropathology and clinical neurology	43360	17930040R	J Neuropathol Clin Neurol	J Neuropathol Clin Neurol		
Recent research developments in virology	43362	100953701	Recent Res Dev Virol	Recent Res Dev Virol		
Counselor (Deerfield Beach, Fla.)	43363	100970959	Counselor (Deerfield Beach)	Counselor (Deerfield Beach)	1530-5961	
SOJ biochemistry	43365	101648533	SOJ Biochem	SOJ Biochem		2376-4589
International journal of endocrine oncology	43366	101648548	Int J Endocr Oncol	Int J Endocr Oncol	2045-0869	2045-0877
Journal of gastroenterology, pancreatology & liver disorders	43368	101648498	J Gastroenterol Pancreatol Liver Disord	J Gastroenterol Pancreatol Liver Disord		2374-815X
Journal of teaching in social work	43369	101648503	J Teach Soc Work	J Teach Soc Work	0884-1233	1540-7349
Annals of hematology & oncology	43371	101648630	Ann Hematol Oncol	Ann Hematol Oncol		2375-7965
Evidence-based preclinical medicine	43372	101648649	Evid Based Preclin Med	Evid Based Preclin Med		2054-703X
O publico e o privado : caderno dos nucleos e grupos de pesquisa vinculados ao Mestrado Academico em Politicas Publicas e Sociedade da Universidade Estadual do Ceara	43373	101648767	Publico Priv	Publico Priv	1519-5481	2238-5169
Journal of cardiology and therapeutics	43374	101648771	J Cardiol Ther	J Cardiol Ther		2311-052X
Proceedings / ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games. ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games	43375	101648776	Proc ACM SIGGRAPH Symp Interact 3D Graph Games	Proc ACM SIGGRAPH Symp Interact 3D Graph Games	1931-4027	
The international journal of virtual reality : a multimedia publication for professionals	43376	101648827	Int J Virtual Real	Int J Virtual Real	1081-1451	
Postdoc journal : a journal of postdoctoral research and postdoctoral affairs	43377	101617020	Postdoc J	Postdoc J		2328-9791
Enliven. Journal of stem cell research & regenerative medicine	43378	101648834	Enliven J Stem Cell Res Regen Med	Enliven J Stem Cell Res Regen Med		
Journal of English linguistics	43379	101648835	J Eng Linguist	J Eng Linguist	0075-4242	1552-5457
Journal of Dr. NTR University of Health Sciences	43380	101648865	J Dr NTR Univ Health Sci	J Dr NTR Univ Health Sci	2278-1889	2277-8632
SOJ neurology	43381	101648867	SOJ Neurol	SOJ Neurol		2374-6858
Nihon Masu Sukuriningu Gakkai shi = Journal of Japanese Society for Mass-Screening	43382	9614081	Nihon Masu Sukuriningu Gakkai Shi	Nihon Masu Sukuriningu Gakkai Shi	0917-3803	
Narrative inquiry : NI	43384	100912309	Narrat Inq	Narrat Inq	1387-6740	1569-9935
Mental health review (Brighton, England)	43385	100966163	Ment Health Rev (Brighton)	Ment Health Rev (Brighton)	1361-9322	2042-8758
International journal of cancer research	43386	101238008	Int J Cancer Res	Int J Cancer Res	1811-9727	1811-9735
Separation and purification technology	43387	101526757	Sep Purif Technol	Sep Purif Technol	1383-5866	1873-3794
Ophthalmology international	43388	101528156	Ophthalmol Int	Ophthalmol Int	1750-1431	
Clinical liver disease	43389	101597441	Clin Liver Dis (Hoboken)	Clin Liver Dis (Hoboken)		2046-2484
Clinical oncology in adolescents and young adults	43391	101648786	Clin Oncol Adolesc Young Adults	Clin Oncol Adolesc Young Adults		2230-2263
History of the present (Champaign, Ill.)	43392	101648796	Hist Present (Champaign)	Hist Present (Champaign)	2159-9785	2159-9793
Big data & society	43393	101648833	Big Data Soc	Big Data Soc		2053-9517
Refereed e-journal	43394	101648691	Refereed ejournal	Refereed ejournal		1835-2766
Annual review of virology	43395	101625721	Annu Rev Virol	Annu Rev Virol	2327-056X	2327-0578
Children (Basel, Switzerland)	43396	101648936	Children (Basel)	Children (Basel)		2227-9067
Acta crystallographica. Section E, Crystallographic communications	43399	101648987	Acta Crystallogr E Crystallogr Commun	Acta Crystallogr E Crystallogr Commun		2056-9890
Organizational research methods	43400	101649002	Organ Res Methods	Organ Res Methods	1094-4281	1552-7425
Journal of current Chinese affairs	43401	101648860	J Curr Chin Aff	J Curr Chin Aff	1868-1026	1868-4874
Topoi : an international review of philosophy	43402	101648873	Topoi (Dordr)	Topoi (Dordr)	0167-7411	1572-8749
Journal of rural medicine : JRM / Japanese Association of Rural Medicine	43406	101274897	J Rural Med	J Rural Med	1880-487X	1880-4888
Frontiers in medicine	43407	101648047	Front Med (Lausanne)	Front Med (Lausanne)		2296-858X
ISRN bioinformatics	43409	101622095	ISRN Bioinform	ISRN Bioinform	2090-7338	2090-7346
ISRN anatomy	43410	101622212	ISRN Anat	ISRN Anat		2314-4726
Revista de psiquiatria clinica	43411	9105978	Rev Psiquiatr Clin	Rev Psiquiatr Clin	0101-6083	1806-938X
African journal for physical health education, recreation, and dance	43412	9890359	Afr J Phys Health Educ Recreat Dance	Afr J Phys Health Educ Recreat Dance		
RBM : a journal of rare books, manuscripts, and cultural heritage	43413	100958216	RBM	RBM	1529-6407	2150-668X
Sleep medicine research	43414	101589461	Sleep Med Res	Sleep Med Res	2093-9175	2233-8853
Clinical researcher (Alexandria, Va.)	43415	101649212	Clin Res (Alex)	Clin Res (Alex)	2334-1882	2334-1890
Plasma sources science & technology	43416	101649113	Plasma Sources Sci Technol	Plasma Sources Sci Technol	0963-0252	1361-6595
Creative education	43417	101649114	Creat Educ	Creat Educ	2151-4755	2151-4771
International journal of virtual communities and social networking	43418	101649116	Int J Virtual Communities Soc Netw	Int J Virtual Communities Soc Netw	1942-9010	1942-9029
Neuro : open journal	43419	101649119	Neuro	Neuro		
Molecular neuropsychiatry	43420	101649121	Mol Neuropsychiatry	Mol Neuropsychiatry	2296-9209	2296-9179
Harvard medical student review	43421	101649123	Harv Med Stud Rev	Harv Med Stud Rev		
Current opinion in psychology	43422	101649136	Curr Opin Psychol	Curr Opin Psychol		2352-250X
EBP briefs	43423	101649137	EBP Briefs	EBP Briefs	1941-7748	1941-7756
BAOJ pharmaceutical sciences	43424	101649141	BAOJ Pharm Sci	BAOJ Pharm Sci		
Journal of vascular diagnostics	43425	101649162	J Vasc Diagn	J Vasc Diagn		2324-3430
European journal of anatomy : official journal of the Spanish Society of Anatomy	43429	9815715	Eur J Anat	Eur J Anat	1136-4890	2340-311X
Materials science & engineering. B, Solid-state materials for advanced technology	43430	101303907	Mater Sci Eng B Solid State Mater Adv Technol	Mater Sci Eng B Solid State Mater Adv Technol	0921-5107	
Current sleep medicine reports	43431	101649332	Curr Sleep Med Rep	Curr Sleep Med Rep		2198-6401
Interfacial phenomena and heat transfer	43432	101649333	Interfacial Phenom Heat Transf	Interfacial Phenom Heat Transf	2169-2785	2167-857X
... IEEE conference on high performance extreme computing. IEEE Conference on High Performance Extreme Computing	43437	101649351	IEEE Conf High Perform Extreme Comput	IEEE Conf High Perform Extreme Comput		
Journal of clinical & anatomic pathology (JCAP)	43438	101649407	J Clin Anat Pathol (JCAP)	J Clin Anat Pathol (JCAP)		2332-4864
BIBE 2004 : proceedings : 19-21 May, 2004, Taichung, Taiwan, ROC / Fourth IEEE Symposium on Bioinformatics and Bioengineering ; sponsored by the IEEE Computer Society ; in cooperation with the IEEE Neural Networks Society ... [et al.]. ...	43439	101230275	BIBE 2004	BIBE 2004		
International journal of cardiology. Heart & vasculature	43441	101649525	Int J Cardiol Heart Vasc	Int J Cardiol Heart Vasc		2352-9067
Formal ontology in information systems : proceedings of the ... International Conference. FOIS (Conference)	43442	101649548	Form Ontol Inf Syst	Form Ontol Inf Syst		
Proceedings IEEE International Symposium on Field-Programmable Custom Computing Machines : FCCM 2011 : 1-3 May 2011, Salt Lake City, Utah, USA / edited by Paul Chow and Mike Wirthlin ; sponsored by IEEE Computer Society Technical Commit...	43443	101649555	Proc IEEE Int Symp Field Program Cust Comput Mach	Proc IEEE Int Symp Field Program Cust Comput Mach		
Poblacion y salud en mesoamerica	43444	101475751	Poblac Salud Mesoam	Poblac Salud Mesoam		1659-0201
International journal of neurology and neurotherapy	43447	101649620	Int J Neurol Neurother	Int J Neurol Neurother		2378-3001
Journal of extension	43448	101649636	J Ext	J Ext	0022-0140	1077-5315
Women's healthcare (Doylestown, Pa.)	43449	101649639	Womens Healthc (Doylestown)	Womens Healthc (Doylestown)		2331-0944
